-59.9232,129.644
-58.7132,129.63
-57.5032,129.615
-56.6965,129.608
-55.621,129.615
-54.6127,129.623
-53.2682,129.652
-52.0583,129.695
-50.8483,129.739
-50.0416,129.76
-49.1005,129.804
-48.2939,129.84
-47.6216,129.877
-46.815,129.927
-46.1428,129.971
-45.2689,130.022
-44.395,130.073
-43.5211,130.123
-42.5128,130.167
-41.4373,130.211
-40.3617,130.225
-39.4878,130.211
-38.4795,130.196
-37.6729,130.16
-36.5973,130.109
-35.9251,130.065
-35.1184,130.015
-34.4462,129.971
-33.7068,129.92
-33.0346,129.855
-32.4296,129.804
-31.8918,129.739
-31.354,129.681
-30.8163,129.637
-30.3457,129.579
-29.8752,129.535
-29.2702,129.485
-28.7996,129.448
-28.3963,129.405
-27.8585,129.347
-27.2535,129.296
-26.6485,129.238
-26.1108,129.187
-25.4385,129.143
-24.8335,129.114
-24.1613,129.093
-23.2875,129.1
-22.548,129.143
-21.943,129.209
-21.2708,129.318
-20.8003,129.397
-20.4641,129.47
-20.128,129.55
-19.9264,129.63
-19.523,129.724
-19.0525,129.826
-18.8508,129.913
-18.4475,130.015
-18.1114,130.123
-17.6408,130.232
-17.0359,130.363
-16.5653,130.45
-16.0275,130.508
-15.2209,130.523
-14.5487,130.494
-13.9437,130.421
-13.2042,130.334
-12.8009,130.247
-12.2631,130.131
-11.7254,130.036
-11.2548,129.927
-10.8515,129.826
-10.112,129.688
-9.70871,129.572
-9.23816,129.463
-8.70038,129.347
-8.22983,129.245
-7.75928,129.158
-7.28873,129.034
-7.01985,128.94
-6.48207,128.838
-6.14597,128.722
-5.67542,128.635
-5.27209,128.563
-4.66709,128.454
-3.92766,128.359
-3.121,128.309
-2.24712,128.287
-1.37324,128.294
-0.297695,128.33
0.777849,128.367
1.65173,128.381
2.32394,128.417
3.1306,128.497
3.80282,128.57
4.27337,128.65
4.81114,128.766
5.28169,128.882
5.6178,128.998
5.95391,129.1
6.29001,129.201
6.49168,129.289
6.82778,129.376
6.96223,129.456
7.23111,129.55
7.43278,129.652
7.63444,129.739
7.97055,129.862
8.23944,130
8.4411,130.102
8.70999,130.203
8.91165,130.29
9.18054,130.392
9.3822,130.479
9.65109,130.574
9.91997,130.653
10.3233,130.755
10.6594,130.849
11.13,130.951
11.5333,131.002
11.9366,131.06
12.6761,131.045
13.2138,131.002
13.7516,130.922
14.0877,130.849
14.491,130.74
14.8944,130.617
15.2305,130.501
15.5666,130.392
15.8355,130.305
16.1044,130.225
16.2388,130.145
16.4405,130.058
16.6421,129.985
16.9782,129.884
17.1799,129.789
17.6504,129.659
18.1882,129.521
18.7932,129.405
19.331,129.325
20.0704,129.289
20.9443,129.31
21.6165,129.368
22.356,129.434
23.2298,129.485
24.1709,129.499
24.9776,129.477
25.5826,129.419
26.1876,129.361
26.8598,129.274
27.4648,129.201
28.0698,129.122
28.8092,129.056
29.2798,129.005
29.8848,128.962
30.6242,128.94
31.162,128.926
31.9686,128.926
32.6408,128.962
33.5147,128.998
34.3214,129.056
35.3297,129.114
36.4052,129.172
37.3464,129.209
38.4219,129.26
39.363,129.31
40.1697,129.376
41.1108,129.456
41.783,129.506
42.5896,129.579
43.3963,129.666
44.4718,129.746
45.2785,129.826
46.1524,129.906
47.1607,129.985
48.2362,130.065
49.1773,130.123
49.984,130.174
50.7234,130.218
51.4629,130.261
52.404,130.298
53.0762,130.305
54.0173,130.356
54.6895,130.399
55.4962,130.465
56.0339,130.508
